rma,part_no,part_description,vie_name
FMSV2023090153,350N130688_,RAIL COVER,Thanh ray
FMSV2023090153,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023090153,363N200369_,SPLING HOLDING BASE(1.2MM),Giá đỡ
FMSV2023090153,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023090153,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023090153,110M171001T_,SCREW,Ốc vít
FMSV2023090153,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023090154,368N100118B,SLIDEING RING,Vòng sắt
FMSV2023090154,375N200200B,O-RING,Vòng cao su
FMSV2023090154,7A1333929F,LGB-C728A,Dây dẫn sáng
FMSV2023090154,68B1235415A,FCT RING,Vòng sắt
FMSV2023090154,370Y200005B,FCT-C728A,Kênh sinh thiết
FMSV2023090154,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023090154,68A1336495A,J TUBE,Kênh nước phụ
FMSV2023090154,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090154,375N100284_,O-RING,Vòng cao su
FMSV2023090154,350N120376_,COVER L,Vòng cao su
FMSV2023090154,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023090154,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023090154,350N130688_,RAIL COVER,Thanh ray
FMSV2023090154,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023090154,363N130361_,SPLING HOLDING BASE(1.44MM),Giá đỡ
FMSV2023090154,401N130037_,SPLING HOLDING PLATE(1.44MM),Giá đỡ
FMSV2023090154,110M171001T_,SCREW,Ốc vít
FMSV2023090154,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023090154,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023090154,830Y200753A,BSA-C728A,Bộ phận uốn cong
FMSV2023090155,898Y201632C,ISA-C728A(MIM),Bộ phận thân ống soi
FMSV2023090155,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023090155,350N130688_,RAIL COVER,Thanh ray
FMSV2023090155,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023090155,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023090155,363N130361_,SPLING HOLDING BASE(1.44MM),Giá đỡ
FMSV2023090155,401N130037_,SPLING HOLDING PLATE(1.44MM),Giá đỡ
FMSV2023090155,110M171001T_,SCREW,Ốc vít
FMSV2023090155,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023090155,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023090156,128Y200017C,SW BOX ASSY(4 BUTTON),Cụm 4 nút nhấn
FMSV2023090156,350N130688_,RAIL COVER,Thanh ray
FMSV2023090156,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023090156,363N200369_,SPLING HOLDING BASE(1.2MM),Giá đỡ
FMSV2023090156,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023090156,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023090156,110M171001T_,SCREW,Ốc vít
FMSV2023090156,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023090156,830Y200633B,BSA-G400A,Bộ phận uốn cong
FMSV2023090156,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090156,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023090156,68B12541530,FCT RING,Vòng sắt
FMSV2023090156,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023090156,68A1336784A,A/W TUBE,Kênh khí nước
FMSV2023090156,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023090156,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023090159,848Y200206B,CHA-C741A,Đầu thu hình
FMSV2023090159,68B1235415A,FCT RING,Vòng sắt
FMSV2023090159,370Y200005B,FCT-C728A,Kênh sinh thiết
FMSV2023090159,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023090159,370Y130089_,J TUBE,Kênh nước phụ
FMSV2023090159,830Y200753A,BSA-C728A,Bộ phận uốn cong
FMSV2023090159,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023090159,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090159,350N130688_,RAIL COVER,Thanh ray
FMSV2023090159,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023090159,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023090159,363N130361_,SPLING HOLDING BASE(1.44MM),Giá đỡ
FMSV2023090159,401N130037_,SPLING HOLDING PLATE(1.44MM),Giá đỡ
FMSV2023090159,110M171001T_,SCREW,Ốc vít
FMSV2023090159,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023090159,350N120376_,COVER L,Vòng cao su
FMSV2023090159,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023090163,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023090164,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090164,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090164,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090164,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090164,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090164,23B1295823A,RING2 FG391A ROHS,Vòng sắt
FMSV2023090165,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090165,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090165,68B12541530,FCT RING,Vòng sắt
FMSV2023090165,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090165,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090165,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090165,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090165,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090166,830Y200192E,BSA-G412A,Bộ phận uốn cong
FMSV2023090166,370N200328_,RBS-G412A,Vỏ cao su
FMSV2023090166,370Y200247B,FSA-G412A,Vỏ ống luồn
FMSV2023090166,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023090166,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023090166,370Y200620A,AWT-G412A,Kênh khí nước
FMSV2023090166,347N120259_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023090166,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023090166,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023090170,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090170,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090170,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023090170,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090170,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090170,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090170,68B12541530,FCT RING,Vòng sắt
FMSV2023090170,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090170,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090170,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090170,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090171,7A1295890D,LG FC692A ROHS,Dây dẫn sáng
FMSV2023090171,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090171,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090171,317Y200048_,CAP(New　DTA),Nắp nhựa
FMSV2023090171,371Y200047_,Nozzle,Vòi phun
FMSV2023090171,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090171,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090171,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090171,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090171,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090171,30A1335314A,LG PROBE2,Ống dẫn sáng
FMSV2023090171,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090171,56B11069912,BELT,dây đai
FMSV2023090171,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090172,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090172,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090172,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090172,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090172,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090172,68B1235415A,FCT RING,Vòng sắt
FMSV2023090172,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023090172,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090172,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090172,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090172,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090172,56B11069912,BELT,dây đai
FMSV2023090173,343A1118809C,ISA-G202A,Bộ phận thân ống soi
FMSV2023090173,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090173,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090173,343A1136505E,LG FLEXIBLESECTION ASSY,Vỏ ống dẫn
FMSV2023090176,343A1327101,ISA-G390A ROHS,Bộ phận thân ống soi
FMSV2023090176,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2023090176,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2023090176,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090176,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090176,56B11069912,BELT,dây đai
FMSV2023090179,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090179,68B12541530,FCT RING,Vòng sắt
FMSV2023090179,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090179,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090179,317Y200047B,CAP,Nắp nhựa
FMSV2023090179,371Y200079B,NOZZLE,Vòi phun
FMSV2023090179,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090179,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090179,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090179,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023090179,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023090179,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090179,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090179,858Y200030E,VCA,Bộ phận kết nối tín hiệu
FMSV2023090179,56B11069912,BELT,dây đai
FMSV2023090179,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090179,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090180,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023090180,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023090180,104K129151G,POWER SUPPLY FV567A       ROHS,Nguồn cấp
FMSV2023090181,10A1335581A,CHA-G246A ROHS,Đầu thu hình
FMSV2023090181,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023090181,68B12541530,FCT RING,Vòng sắt
FMSV2023090181,370Y200600_,AIR TUBE,Kênh khí
FMSV2023090181,370Y200595_,WATER TUBE,Kênh nước
FMSV2023090181,317N120028A,CAP(OLD DTA),Nắp nhựa
FMSV2023090181,371Y200046_,NOZZLE,Vòi phun
FMSV2023090181,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090181,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090181,56B11069912,BELT,dây đai
FMSV2023090181,12A1331927C,LG CASE ASS'Y,Nắp chụp
FMSV2023090181,342A1064584G,BSA-G227A,Bộ phận uốn cong
FMSV2023090181,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090182,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090182,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090182,68B12541530,FCT RING,Vòng sắt
FMSV2023090182,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090182,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090182,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090182,7A1296088B,LG-G391A,Dây dẫn sáng
FMSV2023090182,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090182,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090182,56B11069912,BELT,dây đai
FMSV2023090183,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090183,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090183,68B12541530,FCT RING,Vòng sắt
FMSV2023090183,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090183,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090183,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090183,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090183,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090183,56B11069912,BELT,dây đai
FMSV2023090184,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090184,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090184,68B12541530,FCT RING,Vòng sắt
FMSV2023090184,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090184,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090184,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090184,371Y200079_,NOZZLE,Vòi phun
FMSV2023090184,317Y200047_,CAP,Nắp nhựa
FMSV2023090184,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090184,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090185,68B12541740,AIR WATER TUBE ROHS,Kênh khí nước
FMSV2023090185,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090185,57B12730420,DISTAL END CAP ROHS,Nắp nhựa
FMSV2023090185,68A1273039B,NOZZLE ROHS,Vòi phun
FMSV2023090185,68A1265571G,FSA-C643AH / 9.3,Vỏ ống luồn
FMSV2023090185,23B11190171,ISA RING2,Vòng sắt
FMSV2023090185,60B10404180,O-RING,Vòng cao su
FMSV2023090185,23B10404170,FSA RING,Vòng sắt
FMSV2023090185,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090185,57A1235205A,AIRTIGHT CAP ROHS,Nắp chống nước
FMSV2023090185,056B11069912,BELT,dây đai
FMSV2023090185,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090185,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090185,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023090185,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090185,342A1266008F,BSA-C666A,Bộ phận uốn cong
FMSV2023090186,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090186,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090186,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023090186,68B1235415A,FCT RING,Vòng sắt
FMSV2023090186,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090186,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090186,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090186,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090186,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090186,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090186,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090186,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023090189,370Y200639D,ISA-C692A,Bộ phận thân ống soi
FMSV2023090189,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090189,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090189,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090189,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090189,56B11069912,BELT,dây đai
FMSV2023090189,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090189,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023090190,370Y200639D,ISA-C692A,Bộ phận thân ống soi
FMSV2023090190,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090190,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090190,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023090191,343A1327101,ISA-G390A ROHS,Bộ phận thân ống soi
FMSV2023090191,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2023090191,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2023090192,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2023090192,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2023090192,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090192,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090192,56B11069912,BELT,dây đai
FMSV2023090193,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090193,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090193,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2023090193,68B12541530,FCT RING,Vòng sắt
FMSV2023090193,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090193,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090193,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090193,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090193,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090193,23B1295823A,RING2 FG391A ROHS,Vòng sắt
FMSV2023090194,343A13050790,ISA-G201A-6(AT/WT),Bộ phận thân ống soi
FMSV2023090194,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2023090194,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090194,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090194,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090194,56B11069912,BELT,dây đai
FMSV2023090194,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090194,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090195,342A1266008F,BSA-C666A,Bộ phận uốn cong
FMSV2023090195,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023090195,68A1265571H,FSA-C643AH / 9.3,Vỏ ống luồn
FMSV2023090195,23B11190171,ISA RING2,Vòng sắt
FMSV2023090195,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090195,68A1192819A,FCT-C308A,Kênh sinh thiết
FMSV2023090195,068B1140782A,FCT RING,Vòng sắt
FMSV2023090195,68B12541740,AIR WATER TUBE ROHS,Kênh khí nước
FMSV2023090195,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090195,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090195,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090195,121A1021173D,RC SWITCH,Nút nhấn
FMSV2023090195,57A1021321A,SW CAP,Vỏ nút nhấn
FMSV2023090195,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090195,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090195,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090195,56B11069912,BELT,dây đai
FMSV2023090197,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2023090197,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090197,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090197,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090197,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090197,56B11069912,BELT,dây đai
FMSV2023090197,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090198,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2023090198,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090198,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090198,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090198,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090198,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090198,56B11069912,BELT,dây đai
FMSV2023090198,10A1337010B,LG CONNECTOR,Đầu kết nối
FMSV2023090198,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2023090199,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2023090199,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090199,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090199,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090199,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090199,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090199,56B11069912,BELT,dây đai
FMSV2023090208,343A1191210A,INSERTING SECTION ASS'Y,Bộ phận thân ống soi
FMSV2023090208,375N200101_,O-RING,Vòng cao su
FMSV2023090208,343A1295776C,LG FLEXBLE SECTION,Vỏ ống dẫn
FMSV2023090208,42B315882A,SLEEVE                    ROHS,Ống nối (đồng)
FMSV2023090208,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090208,343A1327294J,VIDEO CONNECTOR ASSY,Bộ phận kết nối tín hiệu
FMSV2023090209,898Y201077D,ISA-G402A,Bộ phận thân ống soi
FMSV2023090209,347N120259_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023090209,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023090209,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023090209,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023090209,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023090210,343A13050790,ISA-G201A-6(AT/WT),Bộ phận thân ống soi
FMSV2023090210,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090210,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090210,113Y200431A,NT TGCONT PCB,Bo mạch
FMSV2023090210,113Y200432A,NEW TV INTERFACE PCB,Bo mạch
FMSV2023090210,343A1331619D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090210,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090211,343A1305096C,INSERTION SECTION ASSY(C656A),Bộ phận thân ống soi
FMSV2023090211,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090211,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090211,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090211,113Y200431B,NT TGCONT PCB,Bo mạch
FMSV2023090211,113Y200432B,NEW TV INTERFACE PCB,Bo mạch
FMSV2023090211,343A1331617D,VCA,Bộ phận kết nối tín hiệu
FMSV2023090212,848Y200213B,CHA-C688A,Đầu thu hình
FMSV2023090212,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090215,272A1259733H,LIGHT CONTROL PCB,Bo mạch
FMSV2023090216,343A1191206C,INSERTING SECTION ASS'Y,Bộ phận thân ống soi
FMSV2023090216,42B315882A,SLEEVE                    ROHS,Ống nối (đồng)
FMSV2023090216,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090217,113Y100974D,PATIENT PCB,Bo mạch giao tiếp
FMSV2023090218,343A1191210A,INSERTING SECTION ASS'Y,Bộ phận thân ống soi
FMSV2023090218,113Y200191_,AFE PCB ASSY ROHS,Bo mạch
FMSV2023090218,110A1318460D,530 MICON PCB,Bo mạch
FMSV2023090218,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090218,42B315882A,SLEEVE                    ROHS,Ống nối (đồng)
FMSV2023090219,342A1318160N,BSA-G387A,Bộ phận uốn cong
FMSV2023090219,68B11144712,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090219,347N120259_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023090219,68A1333808B,PROTECTION TUBE B,Ống bảo vệ
FMSV2023090219,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023090219,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023090219,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023090219,68B12541530,FCT RING,Vòng sắt
FMSV2023090219,68A1336793A,A TUBE,Kênh khí
FMSV2023090219,68A1336794A,W TUBE,Kênh nước
FMSV2023090219,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023090219,10A1331996J,CHA-G403A,Đầu thu hình
FMSV2023090220,342A1295887J,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090220,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090220,68A1295935D,FSA-C692A ROHS,Vỏ ống luồn
FMSV2023090220,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090220,23B10404170,FSA RING,Vòng sắt
FMSV2023090220,120M200201T_,SCREW,Ốc vít
FMSV2023090220,68B1235415A,FCT RING,Vòng sắt
FMSV2023090220,68A13048770,FCT ASSY FC692A ROHS,Kênh sinh thiết
FMSV2023090220,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090220,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090220,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090220,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090222,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2023090222,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090222,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090222,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090223,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023090223,68B1235415A,FCT RING,Vòng sắt
FMSV2023090223,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090223,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090223,317Y200048_,CAP(New　DTA),Nắp nhựa
FMSV2023090223,371Y200047_,Nozzle,Vòi phun
